LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
MEX,CCI,AMPLITUD,LTRENDIDX,M,2018-04,96.93063,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2018-05,97.90022,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2018-06,99.40986,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2018-07,101.356,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2018-08,102.3291,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2018-09,102.4886,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2018-10,102.4993,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2018-11,102.8115,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2018-12,103.8866,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-01,105.1376,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-02,106.0272,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-03,105.8739,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-04,105.0683,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-05,104.168,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-06,103.5555,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-07,103.353,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-08,103.6016,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-09,103.9481,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-10,103.9035,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-11,103.7818,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2019-12,103.6804,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-01,103.4861,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-02,102.5178,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-03,100.1412,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-04,96.60918,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-05,94.55902,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-06,94.31779,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-07,95.20895,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-08,96.32131,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-09,97.36869,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-10,98.16116,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-11,98.58101,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2020-12,99.02942,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2021-01,99.48703,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2021-02,100.1081,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2021-03,101.1112,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2021-04,102.1586,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2021-05,103.0636,
MEX,CCI,AMPLITUD,LTRENDIDX,M,2021-06,104.0146,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-01,100.5009,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-02,100.8962,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-03,101.2646,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-04,101.5594,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-05,101.7314,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-06,101.829,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-07,101.8264,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-08,101.8089,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-09,101.6357,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-10,101.5515,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-11,101.5116,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2014-12,101.6619,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-01,101.9835,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-02,102.2831,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-03,102.4932,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-04,102.4856,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-05,102.341,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-06,102.4983,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-07,102.5994,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-08,102.5751,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-09,102.4876,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-10,102.4696,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-11,102.5297,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2015-12,102.74,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-01,102.752,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-02,102.5466,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-03,102.3094,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-04,102.0714,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-05,101.8041,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-06,101.3475,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-07,100.7341,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-08,100.7293,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-09,101.1296,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-10,101.3035,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-11,101.2036,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2016-12,101.1085,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-01,100.9872,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-02,100.8777,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-03,100.8385,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-04,100.8036,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-05,100.7069,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-06,100.5167,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-07,100.4453,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-08,100.3771,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-09,100.3634,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-10,100.4079,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-11,100.4245,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2017-12,100.4463,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-01,100.5247,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-02,100.6512,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-03,100.7634,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-04,100.8163,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-05,100.9528,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-06,100.9986,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-07,101.0884,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-08,100.9987,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-09,100.7923,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-10,100.5694,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-11,100.2781,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2018-12,99.93765,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-01,99.61908,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-02,99.47466,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-03,99.46347,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-04,99.63709,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-05,99.89648,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-06,99.98788,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-07,100.0343,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-08,99.82267,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-09,99.77436,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-10,99.88567,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-11,100.2281,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2019-12,100.6111,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-01,100.7479,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-02,100.353,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-03,99.17452,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-04,97.4741,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-05,96.64027,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-06,96.79336,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-07,97.33687,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-08,97.56699,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-09,97.37186,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-10,97.00156,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-11,96.89591,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2020-12,97.34873,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2021-01,97.99203,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2021-02,99.15096,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2021-03,100.5508,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2021-04,101.6409,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2021-05,102.5254,
GBR,CCI,AMPLITUD,LTRENDIDX,M,2021-06,103.155,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-01,99.08682,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-02,99.19453,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-03,99.41422,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-04,99.79926,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-05,100.2211,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-06,100.4979,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-07,100.4861,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-08,100.3169,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-09,100.1516,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-10,100.0942,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-11,100.0994,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2014-12,100.0817,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-01,99.96186,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-02,99.73518,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-03,99.3866,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-04,98.91171,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-05,98.45997,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-06,98.24477,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-07,98.43028,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-08,98.7818,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-09,98.99375,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-10,98.85168,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-11,98.53382,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2015-12,98.29095,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-01,98.30215,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-02,98.45554,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-03,98.59376,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-04,98.6174,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-05,98.60352,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-06,98.67927,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-07,98.93311,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-08,99.23631,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-09,99.40002,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-10,99.28271,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-11,99.03743,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2016-12,98.86954,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-01,98.92259,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-02,99.08681,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-03,99.20267,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-04,99.15357,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-05,99.00663,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-06,98.85642,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-07,98.76652,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-08,98.71426,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-09,98.68069,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-10,98.70282,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-11,98.90717,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2017-12,99.53902,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-01,100.8094,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-02,102.3145,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-03,103.5114,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-04,103.9588,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-05,103.8661,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-06,103.4401,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-07,102.7733,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-08,102.0634,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-09,101.5106,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-10,101.2569,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-11,101.169,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2018-12,101.0913,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-01,100.9348,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-02,100.7537,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-03,100.6461,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-04,100.6777,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-05,100.7331,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-06,100.6378,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-07,100.2571,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-08,99.74564,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-09,99.31139,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-10,99.11134,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-11,99.06937,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2019-12,99.07636,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-01,99.03209,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-02,98.83833,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-03,98.34035,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-04,97.41805,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-05,96.38118,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-06,95.65919,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-07,95.60582,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-08,95.98851,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-09,96.5554,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-10,97.16612,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-11,97.73834,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2020-12,98.20199,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2021-01,98.49184,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2021-02,98.64875,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2021-03,98.68385,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2021-04,98.57568,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2021-05,98.38915,
ZAF,CCI,AMPLITUD,LTRENDIDX,M,2021-06,98.17831,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-01,99.20781,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-02,99.28872,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-03,99.32595,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-04,99.41026,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-05,99.39453,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-06,99.36404,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-07,99.35458,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-08,99.46416,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-09,99.70011,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-10,100.0318,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-11,100.4388,
USA,CCI,AMPLITUD,LTRENDIDX,M,2014-12,100.8901,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-01,101.1942,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-02,101.1968,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-03,101.0857,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-04,101.0228,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.9303,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-06,100.9465,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-07,100.8145,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-08,100.5965,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-09,100.4001,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-10,100.4337,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-11,100.5678,
USA,CCI,AMPLITUD,LTRENDIDX,M,2015-12,100.6794,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-01,100.6945,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-02,100.6516,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-03,100.6057,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-04,100.6311,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-05,100.7719,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-06,100.7465,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-07,100.5778,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-08,100.4559,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-09,100.4338,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-10,100.5223,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-11,100.901,
USA,CCI,AMPLITUD,LTRENDIDX,M,2016-12,101.2892,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-01,101.4597,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-02,101.4456,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-03,101.4104,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-04,101.3648,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-05,101.2829,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-06,101.1612,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-07,101.114,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-08,101.225,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-09,101.3639,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-10,101.536,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-11,101.513,
USA,CCI,AMPLITUD,LTRENDIDX,M,2017-12,101.418,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-01,101.4517,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-02,101.635,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-03,101.7489,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-04,101.6917,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-05,101.595,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-06,101.5297,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-07,101.4943,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-08,101.507,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-09,101.6007,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-10,101.5807,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-11,101.4579,
USA,CCI,AMPLITUD,LTRENDIDX,M,2018-12,101.2663,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-01,101.0369,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-02,101.0978,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-03,101.3427,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-04,101.5222,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-05,101.6209,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-06,101.5156,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-07,101.2551,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-08,100.9227,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-09,100.9226,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-10,101.1504,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-11,101.4521,
USA,CCI,AMPLITUD,LTRENDIDX,M,2019-12,101.7078,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-01,101.706,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-02,101.2255,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-03,100.105,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-04,98.88638,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-05,98.325,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-06,98.26909,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-07,98.28852,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-08,98.51524,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-09,98.86642,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-10,99.03411,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-11,98.98617,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-12,98.98789,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-01,98.98723,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-02,99.12703,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-03,99.51579,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-04,99.79026,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-05,99.82225,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-06,99.90397,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-01,101.492,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-02,101.6686,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-03,101.9062,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-04,102.0048,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-05,101.9718,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-06,101.9114,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-07,101.8884,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-08,101.8918,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-09,101.9905,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-10,102.0285,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-11,101.9243,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2014-12,101.754,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-01,101.6258,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-02,101.5485,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-03,101.4628,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-04,101.4272,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-05,101.4022,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-06,101.3093,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-07,101.3226,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-08,101.3934,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-09,101.5025,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-10,101.7713,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-11,101.9533,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2015-12,101.9753,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-01,101.8761,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-02,101.6633,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-03,101.4856,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-04,101.5191,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-05,101.6735,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-06,101.8372,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-07,101.9396,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-08,101.9086,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-09,101.9066,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-10,101.9504,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-11,102.0948,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2016-12,102.2797,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-01,102.4154,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-02,102.4276,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-03,102.3869,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-04,102.2431,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-05,102.1684,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-06,102.1687,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-07,102.1712,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-08,102.2172,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-09,102.2779,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-10,102.3784,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-11,102.5482,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2017-12,102.8423,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-01,103.0378,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-02,103.162,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-03,103.248,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-04,103.2353,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-05,103.1248,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-06,103.0281,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-07,102.8552,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-08,102.6527,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-09,102.5349,
HUN,CCI,AMPLITUD,LTRENDIDX,M,2018-10,102.4398,
